8	4/11/2017 5:53:59 AM
8	4/11/2017 5:54:15 AM
5	4/11/2017 5:54:40 AM
5	4/11/2017 5:54:51 AM
6	4/11/2017 5:55:18 AM
8	4/11/2017 5:58:00 AM
4	4/11/2017 5:58:22 AM
4	4/11/2017 5:59:10 AM
4	4/11/2017 5:59:22 AM
7	4/11/2017 5:59:38 AM
8	4/11/2017 5:59:51 AM
10	4/11/2017 6:00:05 AM
5	4/11/2017 6:00:26 AM
5	4/11/2017 6:00:46 AM
5	4/11/2017 6:01:00 AM
10	4/11/2017 6:01:14 AM
