Time, X Position, Y Position, Z Position, GSR
0.0165657,749,404.47,1795,51
0.0331314,749,404.47,1795,51
0.0531314,749,404.47,1795,51
0.0696985,749,404.47,1795,51
0.0869801,749,404.47,1795,51
0.1029887,749,404.47,1795,51
0.1200607,749,404.47,1795,51
0.1359819,749,404.47,1795,51
0.1525344,749,404.47,1795,51
0.1691523,749,404.47,1795,51
0.1856659,749,404.47,1795,51
0.202283,749,404.47,1795,51
0.2192895,749,404.47,1795,51
0.2353654,749,404.47,1795,51
0.2519323,749,404.47,1795,51
0.2684991,749,404.47,1795,51
0.2852898,749,404.47,1795,51
0.3016323,749,404.47,1795,51
0.3182906,749,404.47,1795,51
0.3347655,749,404.47,1795,51
0.3513323,749,404.47,1795,51
0.367954,749,404.47,1795,51
0.3844723,749,404.47,1795,51
0.4010337,749,404.47,1795,51
0.417599,749,404.47,1795,51
0.4344679,749,404.47,1795,51
0.4507345,749,404.47,1795,51
0.4672993,749,404.47,1795,51
0.4838664,749,404.47,1795,51
0.5007788,749,404.47,1795,51
0.517,749,404.47,1795,51
0.5335659,749,404.47,1795,51
0.550781,749,404.47,1795,51
0.5667775,749,404.47,1795,51
0.583266,749,404.47,1795,51
0.5998326,749,404.47,1795,51
0.6163997,749,404.47,1795,51
0.6329664,749,404.47,1795,51
0.6495322,749,404.47,1795,51
0.6660999,749,404.47,1795,51
0.6826656,749,404.47,1795,51
0.6996488,749,404.47,1795,51
0.7158003,749,404.47,1795,51
0.732366,749,404.47,1795,51
0.7489533,749,404.47,1795,51
0.7659565,749,404.47,1795,51
0.7820658,749,404.47,1795,51
0.798633,749,404.47,1795,51
0.8155176,749,404.47,1795,51
0.8317659,749,404.47,1795,51
0.8485155,749,404.47,1795,51
0.8648991,749,404.47,1795,51
0.8814658,749,404.47,1795,51
0.8980326,749,404.47,1795,51
0.914599,749,404.47,1795,51
0.9311656,749,404.47,1795,51
0.9478708,749,404.47,1795,51
0.9644138,749,404.47,1795,51
0.9808655,749,404.47,1795,51
0.9976928,749,404.47,1795,51
1.013999,749,404.47,1795,51
1.030656,749,404.47,1795,51
1.047167,749,404.47,1795,51
1.064168,749,404.47,1795,51
1.080266,749,404.47,1795,51
1.096832,749,404.47,1795,51
1.113399,749,404.47,1795,51
1.129966,749,404.47,1795,51
1.146558,749,404.47,1795,51
1.163558,749,404.47,1795,51
1.179716,749,404.47,1795,51
1.196232,749,404.47,1795,51
1.212798,749,404.47,1795,51
1.229366,749,404.47,1795,51
1.246113,749,404.47,1795,51
1.2625,749,404.47,1795,51
1.27911,749,404.47,1795,51
1.295632,749,404.47,1795,51
1.312199,749,404.47,1795,51
1.329112,749,404.47,1795,51
1.345333,749,404.47,1795,51
1.36211,749,404.47,1795,51
1.378671,749,404.47,1795,51
1.395032,749,404.47,1795,51
1.411672,749,404.47,1795,51
1.428671,749,404.47,1795,51
1.444732,749,404.47,1795,51
1.461299,749,404.47,1795,51
1.47848,749,404.47,1795,51
1.49448,749,404.47,1795,51
1.511482,749,404.47,1795,51
1.527565,749,404.47,1795,51
1.544132,749,404.47,1795,51
1.561481,749,404.47,1795,51
1.577265,749,404.47,1795,52
1.593832,749,404.47,1795,52
1.610486,749,404.47,1795,52
1.627484,749,404.47,1795,52
1.643532,749,404.47,1795,52
1.660484,749,404.47,1795,52
1.676665,749,404.47,1795,52
1.693233,749,404.47,1795,52
1.710011,749,404.47,1795,52
1.726367,749,404.47,1795,52
1.743165,749,404.47,1795,52
1.759498,749,404.47,1795,52
1.776065,749,404.47,1795,52
1.792701,749,404.47,1795,52
1.809198,749,404.47,1795,52
1.825765,749,404.47,1795,52
1.842331,749,404.47,1795,52
1.858901,749,404.47,1795,52
