Time, X Position, Y Position, Z Position, GSR, m, b, distance
0.0171914,749,404.47,1795,57,0,0,0
0.0343828,749,404.47,1795,57,0,0,0
0.0543828,749,404.47,1795,57,0,0,0
0.0813723,749,404.47,1795,57,0,0,0
0.1096641,749,404.47,1795,57,0,0,0
0.1411473,749,404.47,1795,57,0,0,0
0.1918329,749,404.47,1795,57,0,0,0
0.2609592,749,404.47,1795,57,0,0,0
0.2812331,749,404.47,1795,57,0,0,0
0.2977997,749,404.47,1795,57,0,0,0
0.3148849,749,404.47,1795,57,0,0,0
0.3309329,749,404.47,1795,57,0,0,0
0.3474997,749,404.47,1795,57,0,0,0
0.3640667,749,404.47,1795,57,0,0,0
0.3809484,749,404.47,1795,57,0,0,0
0.3975151,749,404.47,1795,57,0,0,0
0.4172356,749,404.47,1795,57,0,0,0
0.4338022,749,404.47,1795,57,0,0,0
0.4510771,749,404.47,1795,57,0,0,0
0.468004,749,404.47,1795,57,0,0,0
0.4844736,749,404.47,1795,57,0,0,0
0.5014177,749,404.47,1795,57,0,0,0
0.5173436,749,404.47,1795,57,0,0,0
0.5342847,749,404.47,1795,57,0,0,0
0.5504773,749,404.47,1795,57,0,0,0
0.5672754,749,404.47,1795,57,0,0,0
0.5836104,749,404.47,1795,57,0,0,0
0.6001776,749,404.47,1795,57,0,0,0
0.618893,749,404.47,1795,57,0,0,0
0.6354603,749,404.47,1795,57,0,0,0
0.652348,749,404.47,1795,57,0,0,0
0.6689537,749,404.47,1795,57,0,0,0
0.6856881,749,404.47,1795,57,0,0,0
0.7026299,749,404.47,1795,57,0,0,0
0.7188469,749,404.47,1795,57,0,0,0
0.7355353,749,404.47,1795,57,0,0,0
0.7514263,749,404.47,1795,57,0,0,0
0.7679932,749,404.47,1795,57,0,0,0
0.7845603,749,404.47,1795,57,0,0,0
0.8014243,749,404.47,1795,57,0,0,0
0.8183562,749,404.47,1795,57,0,0,0
0.8346193,749,404.47,1795,57,0,0,0
0.8508266,749,404.47,1795,57,0,0,0
0.8682911,749,404.47,1795,57,0,0,0
0.8839598,749,404.47,1795,57,0,0,0
0.9005267,749,404.47,1795,57,0,0,0
0.9170937,749,404.47,1795,57,0,0,0
0.9336604,749,404.47,1795,57,0,0,0
0.9503548,749,404.47,1795,57,0,0,0
0.9667934,749,404.47,1795,57,0,0,0
0.9835593,749,404.47,1795,57,0,0,0
1.000422,749,404.47,1795,57,0,0,0
1.016493,749,404.47,1795,57,0,0,0
1.03306,749,404.47,1795,57,0,0,0
1.049627,749,404.47,1795,57,0,0,0
1.066193,749,404.47,1795,57,0,0,0
1.08276,749,404.47,1795,57,0,0,0
1.101749,749,404.47,1795,57,0,0,0
1.118315,749,404.47,1795,57,0,0,0
1.135358,749,404.47,1795,57,0,0,0
1.151449,749,404.47,1795,57,0,0,0
1.16808,749,404.47,1795,57,0,0,0
1.184584,749,404.47,1795,57,0,0,0
1.201514,749,404.47,1795,57,0,0,0
1.218256,749,404.47,1795,57,0,0,0
1.235247,749,404.47,1795,57,0,0,0
1.251214,749,404.47,1795,57,0,0,0
1.267781,749,404.47,1795,57,0,0,0
1.284347,749,404.47,1795,57,0,0,0
1.301496,749,404.47,1795,57,0,0,0
1.317481,749,404.47,1795,57,0,0,0
1.334539,749,404.47,1795,57,0,0,0
1.350709,749,404.47,1795,57,0,0,0
1.367428,749,404.47,1795,57,0,0,0
1.383843,749,404.47,1795,57,0,0,0
1.40041,749,404.47,1795,57,0,0,0
1.417264,749,404.47,1795,57,0,0,0
1.43366,749,404.47,1795,57,0,0,0
1.450832,749,404.47,1795,57,0,0,0
1.468072,749,404.47,1795,57,0,0,0
1.484638,749,404.47,1795,57,0,0,0
1.501205,749,404.47,1795,57,0,0,0
1.518377,749,404.47,1795,57,0,0,0
1.534338,749,404.47,1795,57,0,0,0
1.550906,749,404.47,1795,57,0,0,0
1.56782,749,404.47,1795,57,0,0,0
1.587313,749,404.47,1795,57,0,0,0
1.60388,749,404.47,1795,57,0,0,0
1.620731,749,404.47,1795,57,0,0,0
1.637013,749,404.47,1795,57,0,0,0
1.653581,749,404.47,1795,57,0,0,0
1.670412,749,404.47,1795,57,0,0,0
1.686714,749,404.47,1795,57,0,0,0
1.703302,749,404.47,1795,57,0,0,0
1.719847,749,404.47,1795,57,0,0,0
1.736704,749,404.47,1795,57,0,0,0
1.753218,749,404.47,1795,57,0,0,0
1.770163,749,404.47,1795,57,0,0,0
1.786113,749,404.47,1795,57,0,0,0
1.80268,749,404.47,1795,57,0,0,0
1.819549,749,404.47,1795,57,0,0,0
1.836275,749,404.47,1795,57,0,0,0
1.85238,749,404.47,1795,57,0,0,0
1.868947,749,404.47,1795,57,0,0,0
1.885514,749,404.47,1795,57,0,0,0
1.90208,749,404.47,1795,57,0,0,0
1.918654,749,404.47,1795,57,0,0,0
1.935213,749,404.47,1795,57,0,0,0
1.951781,749,404.47,1795,57,0,0,0
1.968346,749,404.47,1795,57,0,0,0
1.984913,749,404.47,1795,57,0,0,0
2.001737,749,404.47,1795,57,0,0,0
2.018047,749,404.47,1795,57,0,0,0
2.035415,749,404.47,1795,57,0,0,0
2.054706,749,404.47,1795,57,0,0,0
2.071273,749,404.47,1795,57,0,0,0
2.087839,749,404.47,1795,57,0,0,0
2.104406,749,404.47,1795,57,0,0,0
2.12156,749,404.47,1795,57,0,0,0
2.13853,749,404.47,1795,57,0,0,0
2.154701,749,404.47,1795,57,0,0,0
2.171268,749,404.47,1795,57,0,0,0
2.188113,749,404.47,1795,57,0,0,0
2.204563,749,404.47,1795,57,0,0,0
2.22113,749,404.47,1795,57,0,0,0
2.238019,749,404.47,1795,57,0,0,0
2.254614,749,404.47,1795,57,0,0,0
2.271536,749,404.47,1795,57,0,0,0
2.287396,749,404.47,1795,57,0,0,0
2.304357,749,404.47,1795,57,0,0,0
2.32053,749,404.47,1795,57,0,0,0
2.337212,749,404.47,1795,57,0,0,0
2.353663,749,404.47,1795,57,0,0,0
2.37023,749,404.47,1795,57,0,0,0
2.387244,749,404.47,1795,57,0,0,0
2.403363,749,404.47,1795,57,0,0,0
2.41993,749,404.47,1795,57,0,0,0
2.436497,749,404.47,1795,57,0,0,0
2.455095,749,404.47,1795,57,0,0,0
2.472204,749,404.47,1795,57,0,0,0
2.489421,749,404.47,1795,57,0,0,0
2.505337,749,404.47,1795,57,0,0,0
2.52231,749,404.47,1795,57,0,0,0
2.541726,749,404.47,1795,57,0,0,0
2.558315,749,404.47,1795,57,0,0,0
2.57535,749,404.47,1795,57,0,0,0
2.591425,749,404.47,1795,57,0,0,0
2.608009,749,404.47,1795,57,0,0,0
2.624727,749,404.47,1795,57,0,0,0
2.641125,749,404.47,1795,57,0,0,0
2.657693,749,404.47,1795,57,0,0,0
2.67456,749,404.47,1795,57,0,0,0
2.690826,749,404.47,1795,57,0,0,0
2.707392,749,404.47,1795,57,0,0,0
2.723959,749,404.47,1795,57,0,0,0
2.740526,749,404.47,1795,57,0,0,0
2.757436,749,404.47,1795,57,0,0,0
2.774482,749,404.47,1795,57,0,0,0
2.790225,749,404.47,1795,57,0,0,0
2.806792,749,404.47,1795,57,0,0,0
2.823506,749,404.47,1795,57,0,0,0
2.839925,749,404.47,1795,57,0,0,0
2.857301,749,404.47,1795,57,0,0,0
2.873059,749,404.47,1795,57,0,0,0
2.88975,749,404.47,1795,57,0,0,0
2.906336,749,404.47,1795,57,0,0,0
2.922801,749,404.47,1795,57,0,0,0
2.939746,749,404.47,1795,57,0,0,0
2.956689,749,404.47,1795,57,0,0,0
2.972458,749,404.47,1795,57,0,0,0
2.989363,749,404.47,1795,57,0,0,0
3.008774,749,404.47,1795,57,0,0,0
3.025341,749,404.47,1795,57,0,0,0
3.041908,749,404.47,1795,57,0,0,0
3.058475,749,404.47,1795,57,0,0,0
3.075041,749,404.47,1795,57,0,0,0
3.091608,749,404.47,1795,57,0,0,0
3.108174,749,404.47,1795,57,0,0,0
3.124741,749,404.47,1795,57,0,0,0
3.141308,749,404.47,1795,57,0,0,0
3.157874,749,404.47,1795,57,0,0,0
3.174441,749,404.47,1795,57,0,0,0
3.191008,749,404.47,1795,57,0,0,0
3.207574,749,404.47,1795,57,0,0,0
3.224141,749,404.47,1795,57,0,0,0
3.240707,749,404.47,1795,57,0,0,0
3.257274,749,404.47,1795,57,0,0,0
3.273841,749,404.47,1795,57,0,0,0
3.290407,749,404.47,1795,57,0,0,0
3.307407,749,404.47,1795,57,0,0,0
3.323541,749,404.47,1795,57,0,0,0
3.340129,749,404.47,1795,57,0,0,0
3.356696,749,404.47,1795,57,0,0,0
3.373263,749,404.47,1795,57,0,0,0
3.38993,749,404.47,1795,57,0,0,0
3.406396,749,404.47,1795,57,0,0,0
3.423465,749,404.47,1795,57,0,0,0
3.439528,749,404.47,1795,57,0,0,0
3.456356,749,404.47,1795,57,0,0,0
3.472662,749,404.47,1795,57,0,0,0
3.492774,749,404.47,1795,57,0,0,0
3.509341,749,404.47,1795,57,0,0,0
3.526629,749,404.47,1795,57,0,0,0
3.542575,749,404.47,1795,57,0,0,0
3.559821,749,404.47,1795,57,0,0,0
3.57656,749,404.47,1795,57,0,0,0
3.592305,749,404.47,1795,57,0,0,0
3.608872,749,404.47,1795,57,0,0,0
3.625807,749,404.47,1795,57,0,0,0
3.642005,749,404.47,1795,57,0,0,0
3.658572,749,404.47,1795,57,0,0,0
3.675139,749,404.47,1795,57,0,0,0
3.691803,749,404.47,1795,57,0,0,0
3.708272,749,404.47,1795,57,0,0,0
3.724838,749,404.47,1795,57,0,0,0
3.741422,749,404.47,1795,57,0,0,0
3.758147,749,404.47,1795,57,0,0,0
3.774539,749,404.47,1795,57,0,0,0
3.791106,749,404.47,1795,57,0,0,0
3.808605,749,404.47,1795,57,0,0,0
3.824239,749,404.47,1795,57,0,0,0
3.840805,749,404.47,1795,57,0,0,0
3.857442,749,404.47,1795,57,0,0,0
3.873939,749,404.47,1795,57,0,0,0
3.890505,749,404.47,1795,57,0,0,0
3.907349,749,404.47,1795,57,0,0,0
3.923638,749,404.47,1795,57,0,0,0
3.940358,749,404.47,1795,57,0,0,0
3.956772,749,404.47,1795,57,0,0,0
3.976355,749,404.47,1795,57,0,0,0
3.992922,749,404.47,1795,57,0,0,0
4.009488,749,404.47,1795,57,0,0,0
4.02632,749,404.47,1795,57,0,0,0
4.042622,749,404.47,1795,57,0,0,0
4.059188,749,404.47,1795,57,0,0,0
4.076646,749,404.47,1795,57,0,0,0
4.092321,749,404.47,1795,57,0,0,0
4.108889,749,404.47,1795,57,0,0,0
4.125518,749,404.47,1795,57,0,0,0
4.142021,749,404.47,1795,57,0,0,0
4.158588,749,404.47,1795,57,0,0,0
4.175508,749,404.47,1795,57,0,0,0
4.191721,749,404.47,1795,57,0,0,0
4.208288,749,404.47,1795,57,0,0,0
4.225346,749,404.47,1795,57,0,0,0
4.241421,749,404.47,1795,57,0,0,0
4.257988,749,404.47,1795,57,0,0,0
4.274697,749,404.47,1795,57,0,0,0
4.291534,749,404.47,1795,57,0,0,0
4.307689,749,404.47,1795,57,0,0,0
4.32439,749,404.47,1795,57,0,0,0
4.341334,749,404.47,1795,57,0,0,0
4.357388,749,404.47,1795,57,0,0,0
4.373955,749,404.47,1795,57,0,0,0
4.390522,749,404.47,1795,57,0,0,0
4.407088,749,404.47,1795,57,0,0,0
4.423655,749,404.47,1795,57,0,0,0
4.440444,749,404.47,1795,57,0,0,0
4.459867,749,404.47,1795,57,0,0,0
4.476433,749,404.47,1795,57,0,0,0
4.493001,749,404.47,1795,57,0,0,0
4.509567,749,404.47,1795,57,0,0,0
4.526134,749,404.47,1795,57,0,0,0
4.5427,749,404.47,1795,57,0,0,0
4.559788,749,404.47,1795,57,0,0,0
4.575833,749,404.47,1795,57,0,0,0
4.592792,749,404.47,1795,57,0,0,0
4.608967,749,404.47,1795,57,0,0,0
4.625534,749,404.47,1795,57,0,0,0
4.6421,749,404.47,1795,57,0,0,0
4.658667,749,404.47,1795,57,0,0,0
4.675609,749,404.47,1795,57,0,0,0
4.6918,749,404.47,1795,57,0,0,0
4.708367,749,404.47,1795,57,0,0,0
4.725035,749,404.47,1795,57,0,0,0
4.7415,749,404.47,1795,57,0,0,0
4.758335,749,404.47,1795,57,0,0,0
4.774634,749,404.47,1795,57,0,0,0
4.791367,749,404.47,1795,57,0,0,0
4.808287,749,404.47,1795,57,0,0,0
4.824334,749,404.47,1795,57,0,0,0
4.840901,749,404.47,1795,57,0,0,0
4.857468,749,404.47,1795,57,0,0,0
4.874034,749,404.47,1795,57,0,0,0
4.890601,749,404.47,1795,57,0,0,0
4.907426,749,404.47,1795,57,0,0,0
4.923734,749,404.47,1795,57,0,0,0
