Time, X Position, Y Position, Z Position, GSR, m, b, distance
0.3333333,749,404.47,1795,48,0,0,0
0.6666667,749,404.47,1795,48,0,0,0
0.6866667,749,404.47,1795,48,0,0,0
0.7053916,749,404.47,1795,48,0,0,0
0.7279416,749,404.47,1795,48,0,0,0
0.7477059,749,404.47,1795,48,0,0,0
0.7670575,749,404.47,1795,48,0,0,0
0.7855811,749,404.47,1795,48,0,0,0
0.8119825,749,404.47,1795,48,0,0,0
0.8317313,749,404.47,1795,48,0,0,0
0.8502042,749,404.47,1795,48,0,0,0
0.8693819,749,404.47,1795,48,0,0,0
0.8874105,749,404.47,1795,48,0,0,0
0.9059405,749,404.47,1795,48,0,0,0
0.9234751,749,404.47,1795,48,0,0,0
0.9415876,749,404.47,1795,48,0,0,0
0.9595753,749,404.47,1795,48,0,0,0
0.9783314,749,404.47,1795,48,0,0,0
0.997769,749,404.47,1795,48,0,0,0
1.017772,749,404.47,1795,48,0,0,0
1.037337,749,404.47,1795,48,0,0,0
1.056959,749,404.47,1795,48,0,0,0
1.074811,749,404.47,1795,48,0,0,0
1.092791,749,404.47,1795,48,0,0,0
1.111773,749,404.47,1795,48,0,0,0
1.130655,749,404.47,1795,48,0,0,0
1.149478,749,404.47,1795,48,0,0,0
1.167625,749,404.47,1795,48,0,0,0
1.186337,749,404.47,1795,48,0,0,0
1.205367,749,404.47,1795,48,0,0,0
1.223958,749,404.47,1795,48,0,0,0
1.242632,749,404.47,1795,48,0,0,0
1.263111,749,404.47,1795,48,0,0,0
1.281147,749,404.47,1795,48,0,0,0
1.299199,749,404.47,1795,48,0,0,0
1.317443,749,404.47,1795,48,0,0,0
1.335338,749,404.47,1795,48,0,0,0
1.353826,749,404.47,1795,48,0,0,0
1.371419,749,404.47,1795,48,0,0,0
1.389289,749,404.47,1795,48,0,0,0
1.40697,749,404.47,1795,48,0,0,0
1.424479,749,404.47,1795,48,0,0,0
1.442318,749,404.47,1795,48,0,0,0
1.459705,749,404.47,1795,48,0,0,0
1.477885,749,404.47,1795,48,0,0,0
1.495524,749,404.47,1795,48,0,0,0
1.513215,749,404.47,1795,48,0,0,0
1.53119,749,404.47,1795,48,0,0,0
1.54913,749,404.47,1795,48,0,0,0
1.56792,749,404.47,1795,48,0,0,0
1.589262,749,404.47,1795,48,0,0,0
1.608406,749,404.47,1795,48,0,0,0
1.628121,749,404.47,1795,48,0,0,0
1.64654,749,404.47,1795,48,0,0,0
1.664466,749,404.47,1795,48,0,0,0
1.682588,749,404.47,1795,48,0,0,0
1.700638,749,404.47,1795,48,0,0,0
1.718479,749,404.47,1795,48,0,0,0
1.735868,749,404.47,1795,48,0,0,0
1.753,749,404.47,1795,48,0,0,0
1.770536,749,404.47,1795,48,0,0,0
1.787786,749,404.47,1795,48,0,0,0
1.804736,749,404.47,1795,48,0,0,0
1.821795,749,404.47,1795,48,0,0,0
1.838751,749,404.47,1795,48,0,0,0
1.856324,749,404.47,1795,48,0,0,0
1.87395,749,404.47,1795,48,0,0,0
1.891372,749,404.47,1795,48,0,0,0
1.90854,749,404.47,1795,48,0,0,0
1.92588,749,404.47,1795,48,0,0,0
1.942975,749,404.47,1795,48,0,0,0
1.960351,749,404.47,1795,48,0,0,0
1.977521,749,404.47,1795,48,0,0,0
1.995183,749,404.47,1795,48,0,0,0
2.013094,749,404.47,1795,48,0,0,0
2.030032,749,404.47,1795,48,0,0,0
2.047338,749,404.47,1795,48,0,0,0
2.064356,749,404.47,1795,48,0,0,0
2.081332,749,404.47,1795,48,0,0,0
2.098806,749,404.47,1795,48,0,0,0
2.11636,749,404.47,1795,48,0,0,0
2.134321,749,404.47,1795,48,0,0,0
2.15199,749,404.47,1795,48,0,0,0
2.168898,749,404.47,1795,48,0,0,0
2.186102,749,404.47,1795,48,0,0,0
2.203439,749,404.47,1795,48,0,0,0
2.220642,749,404.47,1795,48,0,0,0
2.237522,749,404.47,1795,48,0,0,0
2.254671,749,404.47,1795,48,0,0,0
2.271852,749,404.47,1795,48,0,0,0
2.289868,749,404.47,1795,48,0,0,0
2.307323,749,404.47,1795,48,0,0,0
2.324355,749,404.47,1795,48,0,0,0
2.341633,749,404.47,1795,48,0,0,0
2.358936,749,404.47,1795,48,0,0,0
2.375775,749,404.47,1795,48,0,0,0
2.393315,749,404.47,1795,48,0,0,0
2.410932,749,404.47,1795,48,0,0,0
2.428022,749,404.47,1795,48,0,0,0
2.445343,749,404.47,1795,48,0,0,0
2.462841,749,404.47,1795,48,0,0,0
2.479759,749,404.47,1795,48,0,0,0
2.49677,749,404.47,1795,48,0,0,0
2.51423,749,404.47,1795,48,0,0,0
2.531786,749,404.47,1795,48,0,0,0
2.549281,749,404.47,1795,48,0,0,0
2.566611,749,404.47,1795,48,0,0,0
2.583931,749,404.47,1795,48,0,0,0
2.601434,749,404.47,1795,48,0,0,0
2.618649,749,404.47,1795,48,0,0,0
2.63662,749,404.47,1795,48,0,0,0
2.654414,749,404.47,1795,48,0,0,0
2.672417,749,404.47,1795,48,0,0,0
2.690408,749,404.47,1795,48,0,0,0
2.708575,749,404.47,1795,48,0,0,0
