Time, X Position, Y Position, Z Position, GSR
0.016566,749,404.47,1795,42
0.033132,749,404.47,1795,42
0.053132,749,404.47,1795,42
0.0696515,749,404.47,1795,42
0.0864555,749,404.47,1795,42
0.1035072,749,404.47,1795,42
0.1195068,749,404.47,1795,42
0.1359173,749,404.47,1795,42
0.1525116,749,404.47,1795,42
0.1695153,749,404.47,1795,42
0.1856199,749,404.47,1795,42
0.2021863,749,404.47,1795,42
0.2190261,749,404.47,1795,42
0.2360302,749,404.47,1795,42
0.2520282,749,404.47,1795,42
0.2684521,749,404.47,1795,42
0.2850272,749,404.47,1795,42
0.3016846,749,404.47,1795,42
0.3184772,749,404.47,1795,42
0.3347176,749,404.47,1795,42
0.352231,749,404.47,1795,42
0.3682312,749,404.47,1795,42
0.3844174,749,404.47,1795,42
0.4009859,749,404.47,1795,42
0.4178136,749,404.47,1795,42
0.4341181,749,404.47,1795,42
0.4510445,749,404.47,1795,42
0.4672506,749,404.47,1795,42
0.4840407,749,404.47,1795,42
0.5003849,749,404.47,1795,42
0.5170434,749,404.47,1795,42
0.5335174,749,404.47,1795,42
0.5500848,749,404.47,1795,42
0.5673252,749,404.47,1795,42
0.5833237,749,404.47,1795,42
0.6003264,749,404.47,1795,42
0.6163515,749,404.47,1795,42
0.632918,749,404.47,1795,42
0.6498427,749,404.47,1795,42
0.66684,749,404.47,1795,42
0.6828406,749,404.47,1795,42
0.6991857,749,404.47,1795,42
0.7158425,749,404.47,1795,42
0.7328902,749,404.47,1795,42
0.7488862,749,404.47,1795,42
0.765839,749,404.47,1795,42
0.7820175,749,404.47,1795,42
0.7985854,749,404.47,1795,42
0.8154435,749,404.47,1795,42
0.8317173,749,404.47,1795,42
0.8488211,749,404.47,1795,42
0.8648512,749,404.47,1795,42
0.8818194,749,404.47,1795,42
0.8988211,749,404.47,1795,42
0.914552,749,404.47,1795,42
0.9311185,749,404.47,1795,42
0.9476854,749,404.47,1795,42
0.9642515,749,404.47,1795,42
0.9812109,749,404.47,1795,42
0.997385,749,404.47,1795,42
1.013951,749,404.47,1795,42
