Time, X Position, Y Position, Z Position, GSR, m, b, distance
0.0165296,749,404.47,1795,49,0,0,200
0.0330592,749,404.47,1795,49,0,0,200
0.0530592,749,404.47,1795,49,0,0,200
0.0826456,749,404.47,1795,49,0,0,200
0.113352,749,404.47,1795,49,0,0,200
0.1484607,749,404.47,1795,49,0,0,200
0.1915665,749,404.47,1795,49,0,0,200
0.2126081,749,404.47,1795,49,0,0,200
0.2335517,749,404.47,1795,49,0,0,200
0.2590011,749,404.47,1795,49,0,0,200
0.2796649,749,404.47,1795,49,0,0,200
0.3010552,749,404.47,1795,49,0,0,200
0.3224419,749,404.47,1795,49,0,0,200
0.3438937,749,404.47,1795,49,0,0,200
0.3636549,749,404.47,1795,49,0,0,200
0.3832848,749,404.47,1795,49,0,0,200
0.4027694,749,404.47,1795,49,0,0,200
0.4225407,749,404.47,1795,49,0,0,200
0.4419621,749,404.47,1795,49,0,0,200
0.4613655,749,404.47,1795,49,0,0,200
0.4813842,749,404.47,1795,49,0,0,200
0.5034031,749,404.47,1795,49,0,0,200
0.5242286,749,404.47,1795,49,0,0,200
0.5450402,749,404.47,1795,49,0,0,200
0.5670462,749,404.47,1795,49,0,0,200
0.587637,749,404.47,1795,49,0,0,200
0.6074545,749,404.47,1795,49,0,0,200
0.6267941,749,404.47,1795,49,0,0,200
0.6472628,749,404.47,1795,49,0,0,200
0.6669236,749,404.47,1795,49,0,0,200
0.6860111,749,404.47,1795,49,0,0,200
0.7062147,749,404.47,1795,49,0,0,200
0.725457,749,404.47,1795,49,0,0,200
0.7451449,749,404.47,1795,49,0,0,200
0.7658445,749,404.47,1795,49,0,0,200
0.7859149,749,404.47,1795,49,0,0,200
0.8057353,749,404.47,1795,49,0,0,200
0.8252999,749,404.47,1795,49,0,0,200
0.845083,749,404.47,1795,49,0,0,200
0.8643722,749,404.47,1795,49,0,0,200
0.8842043,749,404.47,1795,49,0,0,200
0.9041231,749,404.47,1795,49,0,0,200
0.923914,749,404.47,1795,49,0,0,200
0.9441959,749,404.47,1795,49,0,0,200
0.9646479,749,404.47,1795,49,0,0,200
0.985043,749,404.47,1795,49,0,0,200
1.003962,749,404.47,1795,49,0,0,200
1.024116,749,404.47,1795,49,0,0,200
1.043528,749,404.47,1795,49,0,0,200
1.063246,749,404.47,1795,49,0,0,200
1.082412,749,404.47,1795,49,0,0,200
1.101362,749,404.47,1795,49,0,0,200
1.120725,749,404.47,1795,49,0,0,200
1.140288,749,404.47,1795,49,0,0,200
1.159413,749,404.47,1795,49,0,0,200
1.179043,749,404.47,1795,49,0,0,200
1.198481,749,404.47,1795,49,0,0,200
1.218756,749,404.47,1795,49,0,0,200
1.238005,749,404.47,1795,49,0,0,200
1.257912,749,404.47,1795,49,0,0,200
1.278583,749,404.47,1795,49,0,0,200
1.297825,749,404.47,1795,49,0,0,200
1.317263,749,404.47,1795,49,0,0,200
1.337004,749,404.47,1795,49,0,0,200
1.356561,749,404.47,1795,49,0,0,200
1.376263,749,404.47,1795,49,0,0,200
1.395374,749,404.47,1795,49,0,0,200
1.414828,749,404.47,1795,49,0,0,200
1.434387,749,404.47,1795,49,0,0,200
1.453793,749,404.47,1795,49,0,0,200
1.472912,749,404.47,1795,49,0,0,200
1.492371,749,404.47,1795,49,0,0,200
1.5128,749,404.47,1795,49,0,0,200
1.531711,749,404.47,1795,49,0,0,200
1.550597,749,404.47,1795,49,0,0,200
1.570696,749,404.47,1795,49,0,0,200
1.590399,749,404.47,1795,49,0,0,200
1.609998,749,404.47,1795,49,0,0,200
1.629242,749,404.47,1795,49,0,0,200
1.65392,749,404.47,1795,49,0,0,200
1.674468,749,404.47,1795,49,0,0,200
1.693743,749,404.47,1795,49,0,0,200
1.713604,749,404.47,1795,49,0,0,200
1.734202,749,404.47,1795,49,0,0,200
1.753677,749,404.47,1795,49,0,0,200
1.773937,749,404.47,1795,49,0,0,200
1.795575,749,404.47,1795,49,0,0,200
1.816772,749,404.47,1795,49,0,0,200
1.8374,749,404.47,1795,49,0,0,200
1.858152,749,404.47,1795,49,0,0,200
1.880293,749,404.47,1795,49,0,0,200
1.900601,749,404.47,1795,49,0,0,200
1.920958,749,404.47,1795,49,0,0,200
1.941949,749,404.47,1795,49,0,0,200
1.9629,749,404.47,1795,49,0,0,200
1.984219,749,404.47,1795,49,0,0,200
2.004404,749,404.47,1795,49,0,0,200
2.024914,749,404.47,1795,49,0,0,200
2.04462,749,404.47,1795,49,0,0,200
2.064847,749,404.47,1795,49,0,0,200
2.084444,749,404.47,1795,49,0,0,200
2.10354,749,404.47,1795,49,0,0,200
2.123015,749,404.47,1795,49,0,0,200
2.143023,749,404.47,1795,49,0,0,200
2.163243,749,404.47,1795,49,0,0,200
2.18307,749,404.47,1795,49,0,0,200
2.203718,749,404.47,1795,49,0,0,200
2.22325,749,404.47,1795,49,0,0,200
2.243504,749,404.47,1795,49,0,0,200
2.264454,749,404.47,1795,49,0,0,200
2.28341,749,404.47,1795,49,0,0,200
2.302815,749,404.47,1795,49,0,0,200
2.322963,749,404.47,1795,49,0,0,200
2.342702,749,404.47,1795,49,0,0,200
2.36316,749,404.47,1795,49,0,0,200
2.382424,749,404.47,1795,49,0,0,200
2.402211,749,404.47,1795,49,0,0,200
2.421312,749,404.47,1795,49,0,0,200
2.440192,749,404.47,1795,49,0,0,200
2.459163,749,404.47,1795,49,0,0,200
2.479055,749,404.47,1795,49,0,0,200
2.498358,749,404.47,1795,49,0,0,200
2.518447,749,404.47,1795,49,0,0,200
2.53754,749,404.47,1795,49,0,0,200
2.556874,749,404.47,1795,49,0,0,200
2.57625,749,404.47,1795,49,0,0,200
2.595918,749,404.47,1795,49,0,0,200
2.615832,749,404.47,1795,49,0,0,200
2.635135,749,404.47,1795,49,0,0,200
2.654746,749,404.47,1795,49,0,0,200
2.673992,749,404.47,1795,49,0,0,200
2.693228,749,404.47,1795,49,0,0,200
2.712767,749,404.47,1795,49,0,0,200
2.734875,749,404.47,1795,49,0,0,200
2.753776,749,404.47,1795,49,0,0,200
2.773211,749,404.47,1795,49,0,0,200
2.792751,749,404.47,1795,49,0,0,200
2.814829,749,404.47,1795,49,0,0,200
2.834359,749,404.47,1795,49,0,0,200
2.855374,749,404.47,1795,49,0,0,200
