Time, X Position, Y Position, Z Position, GSR, m, b, distance
0.0047867,749,404.47,1795,83,0,0,0
0.0095734,749,404.47,1795,83,0,0,0
0.0295734,749,404.47,1795,83,0,0,0
0.0496694,749,404.47,1795,83,0,0,0
0.0679347,749,404.47,1795,83,0,0,0
0.086476,749,404.47,1795,83,0,0,0
0.1051068,749,404.47,1795,83,0,0,0
0.1248437,749,404.47,1795,83,0,0,0
0.1430489,749,404.47,1795,83,0,0,0
0.1646724,749,404.47,1795,83,0,0,0
0.1837025,749,404.47,1795,83,0,0,0
0.2017655,749,404.47,1795,83,0,0,0
0.2212298,749,404.47,1795,83,0,0,0
0.2401846,749,404.47,1795,83,0,0,0
0.2586574,749,404.47,1795,83,0,0,0
0.2779536,749,404.47,1795,83,0,0,0
0.2960001,749,404.47,1795,83,0,0,0
0.3161332,749,404.47,1795,83,0,0,0
0.3340987,749,404.47,1795,83,0,0,0
0.352177,749,404.47,1795,83,0,0,0
0.3701724,749,404.47,1795,83,0,0,0
0.3878378,749,404.47,1795,83,0,0,0
0.4050737,749,404.47,1795,83,0,0,0
0.4229309,749,404.47,1795,83,0,0,0
0.4415522,749,404.47,1795,83,0,0,0
0.460141,749,404.47,1795,83,0,0,0
0.4792321,749,404.47,1795,83,0,0,0
0.5041414,749,404.47,1795,83,0,0,0
0.5225129,749,404.47,1795,83,0,0,0
0.540466,749,404.47,1795,83,0,0,0
0.55971,749,404.47,1795,83,0,0,0
0.5775002,749,404.47,1795,83,0,0,0
0.596175,749,404.47,1795,83,0,0,0
0.6141369,749,404.47,1795,83,0,0,0
0.6316689,749,404.47,1795,83,0,0,0
0.6495462,749,404.47,1795,83,0,0,0
0.6675505,749,404.47,1795,83,0,0,0
0.6850049,749,404.47,1795,83,0,0,0
0.702505,749,404.47,1795,83,0,0,0
0.7199557,749,404.47,1795,83,0,0,0
0.7371743,749,404.47,1795,83,0,0,0
0.7547283,749,404.47,1795,83,0,0,0
0.7737203,749,404.47,1795,83,0,0,0
0.7981217,749,404.47,1795,83,0,0,0
0.8177597,749,404.47,1795,83,0,0,0
0.840257,749,404.47,1795,83,0,0,0
0.8661072,749,404.47,1795,83,0,0,0
0.8854876,749,404.47,1795,83,0,0,0
0.9033983,749,404.47,1795,83,0,0,0
0.9225782,749,404.47,1795,83,0,0,0
0.9404184,749,404.47,1795,83,0,0,0
0.9585659,749,404.47,1795,83,0,0,0
0.9794141,749,404.47,1795,83,0,0,0
1.001665,749,404.47,1795,83,0,0,0
1.021933,749,404.47,1795,83,0,0,0
1.041627,749,404.47,1795,83,0,0,0
1.06384,749,404.47,1795,83,0,0,0
1.08618,749,404.47,1795,83,0,0,0
1.105332,749,404.47,1795,83,0,0,0
1.124184,749,404.47,1795,83,0,0,0
1.144001,749,404.47,1795,83,0,0,0
1.163384,749,404.47,1795,83,0,0,0
1.182558,749,404.47,1795,83,0,0,0
1.202096,749,404.47,1795,83,0,0,0
1.221774,749,404.47,1795,83,0,0,0
1.240089,749,404.47,1795,83,0,0,0
1.258951,749,404.47,1795,83,0,0,0
1.278698,749,404.47,1795,83,0,0,0
1.297904,749,404.47,1795,83,0,0,0
1.316433,749,404.47,1795,83,0,0,0
1.334864,749,404.47,1795,83,0,0,0
1.354541,749,404.47,1795,83,0,0,0
1.380276,749,404.47,1795,83,0,0,0
1.408213,749,404.47,1795,83,0,0,0
1.431866,749,404.47,1795,83,0,0,0
1.458303,749,404.47,1795,83,0,0,0
1.483864,749,404.47,1795,83,0,0,0
1.507137,749,404.47,1795,83,0,0,0
1.529276,749,404.47,1795,83,0,0,0
1.550271,749,404.47,1795,83,0,0,0
