Time, X Position, Y Position, Z Position, GSR
0.3333333,749,404.47,1795,49
0.6666667,749,404.47,1795,49
0.6866667,749,404.47,1795,49
0.7080494,749,404.47,1795,49
0.7246169,749,404.47,1795,49
0.7411846,749,404.47,1795,49
0.7577507,749,404.47,1795,49
0.7792232,749,404.47,1795,49
0.8211702,749,404.47,1795,49
0.8547759,749,404.47,1795,49
0.8787767,749,404.47,1795,49
0.8953463,749,404.47,1795,49
0.9121404,749,404.47,1795,49
0.9284772,749,404.47,1795,49
0.9451382,749,404.47,1795,49
0.9616112,749,404.47,1795,49
0.9789103,749,404.47,1795,49
0.9949099,749,404.47,1795,49
1.011912,749,404.47,1795,49
1.02791,749,404.47,1795,49
1.044912,749,404.47,1795,49
1.06101,749,404.47,1795,49
1.077691,749,404.47,1795,49
1.094144,749,404.47,1795,49
1.110711,749,404.47,1795,49
1.127696,749,404.47,1795,49
1.143844,749,404.47,1795,49
1.161219,749,404.47,1795,49
1.177205,749,404.47,1795,49
1.194243,749,404.47,1795,49
1.210204,749,404.47,1795,49
1.227206,749,404.47,1795,49
1.243244,749,404.47,1795,49
1.260205,749,404.47,1795,49
1.277204,749,404.47,1795,49
1.293207,749,404.47,1795,49
1.310203,749,404.47,1795,49
1.326204,749,404.47,1795,49
1.34321,749,404.47,1795,49
1.359212,749,404.47,1795,49
1.376212,749,404.47,1795,49
1.392344,749,404.47,1795,49
1.409209,749,404.47,1795,49
1.426203,749,404.47,1795,49
1.442202,749,404.47,1795,49
1.459202,749,404.47,1795,49
1.475203,749,404.47,1795,49
1.492212,749,404.47,1795,49
1.508311,749,404.47,1795,49
1.525207,749,404.47,1795,49
1.541444,749,404.47,1795,49
1.558205,749,404.47,1795,49
1.574577,749,404.47,1795,49
1.591245,749,404.47,1795,49
1.608213,749,404.47,1795,49
1.624278,749,404.47,1795,49
1.641202,749,404.47,1795,49
1.657411,749,404.47,1795,49
1.674202,749,404.47,1795,49
1.691203,749,404.47,1795,49
1.707208,749,404.47,1795,49
1.723677,749,404.47,1795,49
1.740244,749,404.47,1795,49
1.756811,749,404.47,1795,49
1.773377,749,404.47,1795,49
1.790202,749,404.47,1795,49
1.806511,749,404.47,1795,49
1.823206,749,404.47,1795,49
1.839646,749,404.47,1795,49
1.856211,749,404.47,1795,49
1.873205,749,404.47,1795,49
1.889344,749,404.47,1795,49
1.906203,749,404.47,1795,49
1.922478,749,404.47,1795,49
1.939203,749,404.47,1795,49
1.95561,749,404.47,1795,49
1.972212,749,404.47,1795,49
1.989239,749,404.47,1795,49
2.005312,749,404.47,1795,49
2.022202,749,404.47,1795,49
2.038447,749,404.47,1795,49
2.055206,749,404.47,1795,49
2.072208,749,404.47,1795,49
2.088205,749,404.47,1795,49
2.105203,749,404.47,1795,49
2.121277,749,404.47,1795,49
2.138201,749,404.47,1795,49
2.154412,749,404.47,1795,49
2.171208,749,404.47,1795,49
2.188201,749,404.47,1795,49
2.204204,749,404.47,1795,49
2.221204,749,404.47,1795,49
2.237244,749,404.47,1795,49
2.253811,749,404.47,1795,49
2.270377,749,404.47,1795,49
2.287203,749,404.47,1795,49
2.303511,749,404.47,1795,49
2.320256,749,404.47,1795,49
2.337203,749,404.47,1795,49
2.353211,749,404.47,1795,49
2.37025,749,404.47,1795,49
2.386344,749,404.47,1795,49
2.403201,749,404.47,1795,49
2.419477,749,404.47,1795,49
2.436201,749,404.47,1795,49
2.453203,749,404.47,1795,49
2.469205,749,404.47,1795,49
2.485744,749,404.47,1795,49
2.502311,749,404.47,1795,49
2.518878,749,404.47,1795,49
2.536205,749,404.47,1795,49
2.552012,749,404.47,1795,49
2.569202,749,404.47,1795,49
2.585203,749,404.47,1795,49
2.60221,749,404.47,1795,49
2.618278,749,404.47,1795,49
2.635203,749,404.47,1795,49
2.651411,749,404.47,1795,49
2.668205,749,404.47,1795,49
2.684544,749,404.47,1795,49
2.701241,749,404.47,1795,49
2.717678,749,404.47,1795,49
2.734245,749,404.47,1795,49
2.750813,749,404.47,1795,49
2.767378,749,404.47,1795,49
2.784201,749,404.47,1795,49
2.800511,749,404.47,1795,49
2.817202,749,404.47,1795,49
2.834201,749,404.47,1795,49
2.850211,749,404.47,1795,49
2.866778,749,404.47,1795,49
2.883346,749,404.47,1795,49
2.900204,749,404.47,1795,49
2.916478,749,404.47,1795,49
2.933045,749,404.47,1795,49
2.949612,749,404.47,1795,49
2.966201,749,404.47,1795,49
2.982746,749,404.47,1795,49
2.999315,749,404.47,1795,49
3.016223,749,404.47,1795,49
3.032447,749,404.47,1795,49
3.049201,749,404.47,1795,49
3.065578,749,404.47,1795,49
3.082208,749,404.47,1795,49
3.099204,749,404.47,1795,49
3.115278,749,404.47,1795,49
3.1322,749,404.47,1795,49
3.14841,749,404.47,1795,49
3.165202,749,404.47,1795,49
3.181544,749,404.47,1795,49
3.1982,749,404.47,1795,49
3.215202,749,404.47,1795,49
3.231244,749,404.47,1795,49
3.248201,749,404.47,1795,49
3.264378,749,404.47,1795,49
3.28123,749,404.47,1795,49
3.297511,749,404.47,1795,49
3.314204,749,404.47,1795,49
3.330644,749,404.47,1795,49
3.347211,749,404.47,1795,49
3.3642,749,404.47,1795,49
3.381206,749,404.47,1795,49
3.397209,749,404.47,1795,49
3.413478,749,404.47,1795,49
3.430201,749,404.47,1795,49
3.4472,749,404.47,1795,49
3.4632,749,404.47,1795,49
3.479744,749,404.47,1795,49
3.496311,749,404.47,1795,49
3.513232,749,404.47,1795,49
3.529444,749,404.47,1795,49
3.546203,749,404.47,1795,49
3.5632,749,404.47,1795,49
3.579202,749,404.47,1795,49
3.595711,749,404.47,1795,49
3.612725,749,404.47,1795,49
3.628844,749,404.47,1795,49
3.645726,749,404.47,1795,49
3.661977,749,404.47,1795,49
3.678544,749,404.47,1795,49
3.695111,749,404.47,1795,49
3.711927,749,404.47,1795,49
3.728244,749,404.47,1795,49
3.744936,749,404.47,1795,49
3.761918,749,404.47,1795,49
3.777944,749,404.47,1795,49
3.794924,749,404.47,1795,49
3.811918,749,404.47,1795,49
3.82792,749,404.47,1795,49
3.844925,749,404.47,1795,49
3.860918,749,404.47,1795,49
3.877921,749,404.47,1795,49
3.893918,749,404.47,1795,49
3.910928,749,404.47,1795,49
3.927922,749,404.47,1795,49
3.94361,749,404.47,1795,49
3.960177,749,404.47,1795,49
3.976918,749,404.47,1795,49
3.993918,749,404.47,1795,49
4.009917,749,404.47,1795,49
4.026931,749,404.47,1795,49
4.04301,749,404.47,1795,49
4.059918,749,404.47,1795,49
4.076144,749,404.47,1795,49
4.092918,749,404.47,1795,49
4.109277,749,404.47,1795,49
4.12592,749,404.47,1795,49
4.14241,749,404.47,1795,49
4.158977,749,404.47,1795,49
4.175921,749,404.47,1795,49
4.19292,749,404.47,1795,49
4.208918,749,404.47,1795,49
4.225918,749,404.47,1795,49
4.241918,749,404.47,1795,49
4.25892,749,404.47,1795,49
4.274944,749,404.47,1795,49
4.291918,749,404.47,1795,49
4.308925,749,404.47,1795,49
4.324922,749,404.47,1795,49
4.341211,749,404.47,1795,49
4.357921,749,404.47,1795,50
4.374918,749,404.47,1795,50
4.390918,749,404.47,1795,50
4.407921,749,404.47,1795,50
4.424044,749,404.47,1795,50
4.440918,749,404.47,1795,50
4.457918,749,404.47,1795,50
4.473918,749,404.47,1795,50
4.490956,749,404.47,1795,50
4.506927,749,404.47,1795,50
4.523445,749,404.47,1795,50
4.540011,749,404.47,1795,50
4.556922,749,404.47,1795,50
4.573146,749,404.47,1795,50
4.58992,749,404.47,1795,50
4.606919,749,404.47,1795,50
4.622844,749,404.47,1795,50
4.639412,749,404.47,1795,50
4.655977,749,404.47,1795,50
4.672544,749,404.47,1795,50
4.689111,749,404.47,1795,50
4.705917,749,404.47,1795,50
4.722919,749,404.47,1795,50
4.738918,749,404.47,1795,50
4.755918,749,404.47,1795,50
4.771945,749,404.47,1795,50
4.788511,749,404.47,1795,50
4.805078,749,404.47,1795,50
4.821928,749,404.47,1795,50
4.83892,749,404.47,1795,50
4.854922,749,404.47,1795,50
4.871924,749,404.47,1795,50
4.887919,749,404.47,1795,50
4.904919,749,404.47,1795,50
4.921044,749,404.47,1795,50
4.937918,749,404.47,1795,50
4.954177,749,404.47,1795,50
4.97092,749,404.47,1795,50
4.987919,749,404.47,1795,50
5.003923,749,404.47,1795,50
5.020919,749,404.47,1795,50
5.037011,749,404.47,1795,50
5.05392,749,404.47,1795,50
5.070144,749,404.47,1795,50
5.086712,749,404.47,1795,50
5.10392,749,404.47,1795,50
5.11995,749,404.47,1795,50
5.136411,749,404.47,1795,50
5.152977,749,404.47,1795,50
5.169543,749,404.47,1795,50
5.18611,749,404.47,1795,50
5.202917,749,404.47,1795,50
5.219243,749,404.47,1795,50
5.235933,749,404.47,1795,50
5.252921,749,404.47,1795,50
5.268943,749,404.47,1795,50
5.28551,749,404.47,1795,50
5.302076,749,404.47,1795,50
5.318643,749,404.47,1795,50
5.33521,749,404.47,1795,50
5.351916,749,404.47,1795,50
5.368916,749,404.47,1795,50
5.384915,749,404.47,1795,50
5.40192,749,404.47,1795,50
5.418042,749,404.47,1795,50
5.434947,749,404.47,1795,50
5.451176,749,404.47,1795,50
5.467922,749,404.47,1795,50
5.48431,749,404.47,1795,50
5.500917,749,404.47,1795,50
5.517919,749,404.47,1795,50
